Date,Recorder,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,Holcus lanatus,Holcus lanatus,50,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,thistle,Cirsium arvense,5,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,R repens,Ranunculus repens,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,White clover,Trifolium repens,7,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,Grass 5 - Arrhenatherum elatius,Arrhenatherum elatius,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,senesced grass,senesced grass,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,2,"Grass 6 - small single spiklets, soft brome?",Bromus hordeaceus,0.5,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,Grass 1 - Agrostis capillaris,Agrostis capillaris,75,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,Grass 2 - Lolium perenne,Lolium perenne,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,Holcus lanatus,Holcus lanatus,20,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,thistle,Cirsium arvense,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,R repens,Ranunculus repens,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,White clover,Trifolium repens,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,Grass 5 - Arrhenatherum elatius,Arrhenatherum elatius,1,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,3,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,Grass 1 - Agrostis capillaris,Agrostis capillaris,70,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,Holcus lanatus,Holcus lanatus,20,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,thistle,Cirsium arvense,12,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,R repens,Ranunculus repens,10,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,White clover,Trifolium repens,3,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,senesced grass,senesced grass,15,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Y,222,4,Ragwort,Senecio jacobaea,2,,pines.excavated.hampers,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,Hawthorn ,Crataegus monogyna,0,overhang - 50 abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,Ash?,Fraxinus excelsior,0,overhang - 50 abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,mud,mud,25,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,sticks,sticks,40,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,moss,moss,10,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,sedge,Carex remota,5,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133*,NA,Galium sp,Galium aparine,1,abandoned site,,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,grass sp?,Brachypodium sylvaticum,85,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,bramble,Rubus fruticosus,25,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,paired fluffy leaves,Veronica chamaedrys,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,lobed 3 leaves,Geranium robertianum,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,senesced grass,senesced grass,80,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,1,Galium aparine,Galium aparine,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,grass sp?,Brachypodium sylvaticum,70,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,bramble,Rubus fruticosus,25,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,paired fluffy leaves,Veronica chamaedrys,2,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,Geranium leaves,Glechoma hederacea,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,lobed 3 leaves,Geranium robertianum,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,senesced grass,senesced grass,85,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,very damaged leaf,leaves,0.5,damaged,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,2,wilty tiny thiing,leaves,0.1,too small to ID,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,grass sp?,Brachypodium sylvaticum,55,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,Holcus lanatus,Holcus lanatus,10,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,bramble,Rubus fruticosus,35,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,paired fluffy leaves,Veronica chamaedrys,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,lobed 3 leaves,Geranium robertianum,2,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,dead stem,dead stem,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,Geranium leaves,Glechoma hederacea,3,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,chickweed sp?,Cerastium fontanum,6,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,3,senesced grass,senesced grass,75,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Ash?,Fraxinus excelsior,0,overhang - 100,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,grass sp?,Brachypodium sylvaticum,75,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Holcus lanatus,Holcus lanatus,2,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,R repens??,Geum urbanum,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,lobed 3 leaves,Geranium robertianum,5,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Geranium leaves,Glechoma hederacea,3,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Glossy paired pointy leaves,sapling,0.5,unknown ,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Galium aparine,Galium aparine,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,Bramble,Rubus fruticosus,7,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,stem - alternating leaves (Same as YS122) = woody rosaceae seedling 3,Rosaceae sp,1,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,133,4,senesced grass,senesced grass,75,,curtains.footballers.furnish,
2022-07-05,Nell Pates,Knepp,S,Z,333,1,Holcus lanatus,Holcus lanatus,30,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,1,Agrostis capillaris,Agrostis capillaris,70,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,1,Fleabane,Pulicaria dysenterica,30,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,1,dead stem,dead stem,1,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,1,R repens,Ranunculus repens,3,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,2,Holcus lanatus,Holcus lanatus,1,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,2,Agrostis capillaris,Agrostis capillaris,75,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,2,Arrhenatherum elatius,Arrhenatherum elatius,5,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,2,Fleabane,Pulicaria dysenterica,60,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,2,dead flowers,dead flowers,5,possibly ragwort?,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,Holcus lanatus,Holcus lanatus,5,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,Agrostis capillaris,Agrostis capillaris,75,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,Arrhenatherum elatius,Arrhenatherum elatius,3,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,Fleabane,Pulicaria dysenterica,30,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,senesced grass,senesced grass,25,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,3,dead flowers,dead flowers,2,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,Holcus lanatus,Holcus lanatus,10,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,Agrostis capillaris,Agrostis capillaris,55,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,Arrhenatherum elatius,Arrhenatherum elatius,1,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,Fleabane,Pulicaria dysenterica,40,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,Ragwort,Senecio jacobaea,2,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,dead flowers,dead flowers,2,,political.pencils.applause,
2022-07-05,Nell Pates,Knepp,S,Z,333,4,vetch,Vicia tetrasperma,0.1,,political.pencils.applause,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,goat willow?,Salix x reichardtii,100,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,Agrostis stolonifera,Agrostis stolonifera,95,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,Rumex obtusifolius,Rumex sanguineus,3,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,bare soil,bare soil,5,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,senesced grass,senesced grass,15,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,Fleabane,Pulicaria dysenterica,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,1,moss,moss,1,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,goat willow?,Salix x reichardtii,100,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,Agrostis stolonifera,Agrostis stolonifera,90,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,Rumex obtusifolius,Rumex sanguineus,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,bare soil,bare soil,10,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,senesced grass,senesced grass,10,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,Fleabane,Pulicaria dysenterica,8,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,moss,moss,4,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,sticks,sticks,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,tiny round leaves,shoot,0.1,too small to ID,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,2,"paired leaves shoot, fluffy stem",Epilobium sp,0.5,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,goat willow?,Salix x reichardtii,100,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,Agrostis stolonifera,Agrostis stolonifera,85,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,Rumex obtusifolius,Rumex sanguineus,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,bare soil,bare soil,10,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,dead leaves,dead leaves,5,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,Fleabane,Pulicaria dysenterica,8,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,moss,moss,8,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,sticks,sticks,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,3,Holcus lanatus,Holcus lanatus,1,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,goat willow?,Salix x reichardtii,100,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,Agrostis stolonifera,Agrostis stolonifera,85,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,Rumex obtusifolius,Rumex sanguineus,3,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,bare soil,bare soil,6,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,dead leaves,dead leaves,3,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,Fleabane,Pulicaria dysenterica,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,moss,moss,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,sticks,sticks,2,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,112,4,senesced grass,senesced grass,15,,noses.snowboard.remain,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Fleabane,Pulicaria dysenterica,60,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Bramble,Rubus fruticosus,25,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,rush - conglomeratus,Juncus conglomeratus,1,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,dead flowers,dead flowers,5,possibly ragwort?,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,red stem - willow,Salix cinerea,60,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,oak sapling,Quercus robur,4,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,lotus sp,Lotus corniculatus,5,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Ragwort,Senecio jacobaea,2,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,moss,moss,15,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,dead leaves,dead leaves,60,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Rumex 2,Rumex sp,1,CHECK,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Rumex 1,Rumex crispus,1,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,1,Selfheal,Prunella vulgaris,1,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,Fleabane,Pulicaria dysenterica,20,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,Bramble,Rubus fruticosus,75,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,dead flowers,dead flowers,2,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,red stem - willow,Salix cinerea,80,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,lotus sp,Lotus corniculatus,15,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,moss,moss,15,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,2,dead leaves,dead leaves,75,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,Fleabane,Pulicaria dysenterica,50,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,Bramble,Rubus fruticosus,20,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,red stem - willow,Salix cinerea,40,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,Rumex 2,Rumex crispus,10,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,Grass - Agrostis stolonifera,Agrostis stolonifera,0.5,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,lotus sp,Lotus corniculatus,10,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,Selfheal,Prunella vulgaris,0.5,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,moss,moss,20,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,3,dead leaves,dead leaves,75,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,Fleabane,Pulicaria dysenterica,20,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,Bramble,Rubus fruticosus,50,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,red stem - willow,Salix cinerea,75,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,Rumex 2,Rumex crispus,5,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,lotus sp,Lotus corniculatus,15,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,113,4,dead leaves,dead leaves,80,,magazines.passively.regrowth,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,Ragwort,Senecio jacobaea,30,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,Fleabane,Pulicaria dysenterica,45,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,T repens,Trifolium repens,2,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,Holcus lanatus,Holcus lanatus,10,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,Agrostis stolonifera,Agrostis stolonifera,10,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,R repens,Ranunculus repens,20,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,Geranium sp,Geranium dissectum,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,1,vetch,Vicia hirsuta,0.1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,Ragwort,Senecio jacobaea,20,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,Fleabane,Pulicaria dysenterica,40,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,T repens,Trifolium repens,55,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,Holcus lanatus,Holcus lanatus,40,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,Agrostis stolonifera,Agrostis stolonifera,5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,R repens,Ranunculus repens,3,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,vetch,Vicia tetrasperma,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,moss,moss,4,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,2,Grass 3 - sp?,Deschampsia cespitosa,2,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,Ragwort,Senecio jacobaea,4,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,Fleabane,Pulicaria dysenterica,4,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,Holcus lanatus,Holcus lanatus,5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,Agrostis stolonifera,Agrostis stolonifera,85,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,T repens,Trifolium repens,5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,R repens,Ranunculus repens,3,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,Bramble,Rubus fruticosus,5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,animal droppings,animal droppings,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,tiny vetch,Vicia hirsuta,0.5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,dead stem,dead stem,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,3,moss,moss,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Ragwort,Senecio jacobaea,35,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Fleabane,Pulicaria dysenterica,30,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Holcus lanatus,Holcus lanatus,5,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Agrostis stolonifera,Agrostis stolonifera,50,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,T repens,Trifolium repens,15,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,R repens,Ranunculus repens,3,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Selfheal,Prunella vulgaris,1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,vetch,Vicia hirsuta,0.1,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,122,4,Agrostis capillaris,Agrostis capillaris,4,,swelling.fended.coping,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222*,NA,Hawthorn,Crataegus monogyna,100,abandoned site,,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222*,NA,bramble,Rubus fruticosus,100,abandoned site,,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222*,NA,rose sp,rose,100,abandoned site,,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222*,NA,blackthorn,Prunus spinosa,100,abandoned site,,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,Fleabane,Pulicaria dysenterica,25,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,T repens,Trifolium repens,65,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,Agrostis stolonifera,Agrostis stolonifera,95,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,R repens,Ranunculus repens,1,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,rose sapling / shoot,Rosa sp,0.5,too small to ID?,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,1,sticks,sticks,2,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,Fleabane,Pulicaria dysenterica,25,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,T repens,Trifolium repens,75,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,Agrostis stolonifera,Agrostis stolonifera,95,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,R repens,Ranunculus repens,0.5,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,sticks,sticks,1,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,animal droppings,animal droppings,1,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,2,Lolium perenne,Lolium perenne,5,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,Fleabane,Pulicaria dysenterica,25,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,T repens,Trifolium repens,45,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,Agrostis stolonifera,Agrostis stolonifera,25,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,Holcus lanatus,Holcus lanatus,35,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,R repens,Ranunculus repens,0.5,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,Ragwort,Senecio jacobaea,4,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,"square stem, alternating leaves",Odontites verna,2,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,3,Long leaves,Plantago lanceolata,2,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,Fleabane,Pulicaria dysenterica,45,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,T repens,Trifolium repens,45,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,Agrostis stolonifera,Agrostis stolonifera,45,,firming.golf.gazette,
2022-07-06,Catalina Estrada Montes,Knepp,S,Z,222,4,Holcus lanatus,Holcus lanatus,45,,firming.golf.gazette,
