Date,Recorder,Site,Block,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,survey
2022-07-19,Nell Pates,Boothby,NE,322,2,shoot - viola arvense?,Viola arvensis,1,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,2,forget-me-not,Myosotis arvensis,0.5,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,2,small fluffy leaves,Veronica chamaedrys,0.5,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,barley,Hordeum distichum,95,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,bare soil,bare soil,60,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,galium aparine,Galium aparine,3,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,forget-me-not,Myosotis arvensis,2,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,daisy - triplo etc?,Tripleurospermum inodorum,4,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,3,dead stems,dead,5,dead,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,barley,Hordeum distichum,98,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,bare soil,bare soil,30,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,dead stems,dead,2,dead,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,forget-me-not,Myosotis arvensis,1,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,"shoot 1 - serrated leaves, hairy / spiny stem",Urtica urens,0.1,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,322,4,v tall grass,Avena fatua,2,,friend.replenish.shackles,A
2022-07-19,Nell Pates,Boothby,NE,321*,NA,spruce,Picea abies,0,abandoned site - overhang 100,,A
2022-07-19,Nell Pates,Boothby,NE,321*,NA,prunus sp?,Prunus padus,0,abandoned site - overhang 100,,A
2022-07-19,Nell Pates,Boothby,NE,321*,NA,dead leaves,dead leaves,95,abandoned site,,A
2022-07-19,Nell Pates,Boothby,NE,321*,NA,sticks,sticks,20,abandoned site,,A
2022-07-19,Nell Pates,Boothby,NE,321,1,hawthorn,Crataegus monogyna,0,overhang - 50,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,tall dead woody stem,dead,1.5,dead,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,H lanatus,Holcus lanatus,25,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,bramble,Rubus fructicosus,5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,moss,moss,65,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,Rumex sp,Rumex conglomeratus,8,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,bare soil,bare soil,20,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,feather,feather,1.5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,Epilobium sp?,Epilobium ciliatum,0.1,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,1,woody seedling 1,Rosaceae sp,4,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,hawthorn,Crataegus monogyna,0,overhang - 50,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,H lanatus,Holcus lanatus,8,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,bramble,Rubus fructicosus,4,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,moss,moss,95,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,Rumex sp,Rumex conglomeratus,9,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,bare soil,bare soil,1,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,woody seedling 1,Rosaceae sp,2,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,sapling,Crataegus monogyna,1,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,Epilobium sp?,Epilobium parviflorum,1.5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,2,woody seedling 2,Rosaceae sp,2,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,hawthorn,Crataegus monogyna,0,overhang - 50,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,grass 2 - smooth,Festuca rubra,1,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,H lanatus,Holcus lanatus,0.5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,bramble,Rubus fructicosus,2,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,moss,moss,98,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,Rumex sp,Rumex conglomeratus,4,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,sticks,sticks,10,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,dead leaves,dead leaves,5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,woody seedling 1,Rosaceae sp,3,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,thistle,Cirsium vulgare,6,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,3,vetch,Vicia hirsuta,0.1,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,hawthorn,Crataegus monogyna,0,overhang - 50,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,H lanatus,Holcus lanatus,3,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,bramble,Rubus fructicosus,1.5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,moss,moss,95,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,Rumex sp,Rumex conglomeratus,7,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,sticks,sticks,3,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,thistle,Cirsium vulgare,3,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,Epilobium sp?,Epilobium ciliatum,2,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,woody seedling 2,Rosaceae sp,5,,endings.ferrets.uttering,A
2022-07-19,Nell Pates,Boothby,NE,321,4,bare soil,bare soil,3,,endings.ferrets.uttering,A
,Nell Pates,Boothby,C,323,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,323,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,323,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,323,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,323,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,323,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,323,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,323,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,332,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,332,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,332,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,332,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,332,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,332,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,C,332,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,C,332,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,113,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,113,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,113,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,113,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,113,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,113,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,113,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,113,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,131,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,131,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,131,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,131,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,131,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,131,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,131,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,131,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,311,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,311,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,311,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,311,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,311,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,311,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,311,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,311,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,212,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,212,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,212,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,212,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,212,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,212,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,212,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,212,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,221,1,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,221,1,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,221,2,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,221,2,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,221,3,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,221,3,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,S,221,4,wheat,Triticum aestivum,85,,,B
,Nell Pates,Boothby,S,221,4,bare soil,bare soil,60,,,B
,Nell Pates,Boothby,NE,211,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,211,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,211,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,211,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,211,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,211,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,211,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,211,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,212,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,212,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,212,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,212,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,212,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,212,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,212,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,212,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,221,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,221,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,221,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,221,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,221,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,221,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,221,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,221,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,232,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,232,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,232,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,232,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,232,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,232,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,232,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,232,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,123,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,123,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,123,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,123,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,123,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,123,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,S,123,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,S,123,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,C,112,1,beans,Vicia faba,95,,,B
,Nell Pates,Boothby,C,112,1,bare soil,bare soil,80,,,B
,Nell Pates,Boothby,C,112,2,beans,Vicia faba,95,,,B
,Nell Pates,Boothby,C,112,2,bare soil,bare soil,80,,,B
,Nell Pates,Boothby,C,112,3,beans,Vicia faba,95,,,B
,Nell Pates,Boothby,C,112,3,bare soil,bare soil,80,,,B
,Nell Pates,Boothby,C,112,4,beans,Vicia faba,95,,,B
,Nell Pates,Boothby,C,112,4,bare soil,bare soil,80,,,B
,Nell Pates,Boothby,NE,323,1,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,323,1,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,323,1,viola,Viola arvensis,10,,,B
,Nell Pates,Boothby,NE,323,2,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,323,2,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,323,2,viola,Viola arvensis,10,,,B
,Nell Pates,Boothby,NE,323,3,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,323,3,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,323,3,viola,Viola arvensis,10,,,B
,Nell Pates,Boothby,NE,323,4,barley,Hordeum distichum,95,,,B
,Nell Pates,Boothby,NE,323,4,bare soil,bare soil,55,,,B
,Nell Pates,Boothby,NE,323,4,viola,Viola arvensis,10,,,B
,Nell Pates,Boothby,NW,121,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,121,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,121,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,121,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,121,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,121,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,121,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,121,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,123,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,123,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,123,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,123,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,123,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,123,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,123,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,123,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,131,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,131,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,131,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,131,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,131,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,131,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,131,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,131,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,132,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,132,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,132,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,132,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,132,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,132,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,132,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,132,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,213,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,213,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,213,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,213,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,213,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,213,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,213,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,213,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,221,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,221,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,221,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,221,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,221,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,221,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,221,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,221,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,223,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,223,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,223,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,223,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,223,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,223,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,223,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,223,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,231,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,231,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,231,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,231,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,231,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,231,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,231,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,231,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,232,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,232,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,232,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,232,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,232,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,232,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,232,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,NW,232,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,NW,312,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,312,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,312,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,312,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,312,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,312,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,312,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,312,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,332,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,332,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,332,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,332,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,332,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,332,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NW,332,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,NW,332,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,131,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,131,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,131,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,131,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,131,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,131,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,131,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,131,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,132,1,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,132,1,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,132,2,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,132,2,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,132,3,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,132,3,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,132,4,beans,Vicia faba,95,,,C
,Nell Pates,Boothby,C,132,4,bare soil,bare soil,80,,,C
,Nell Pates,Boothby,C,313,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,313,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,313,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,313,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,313,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,313,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,313,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,313,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,321,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,321,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,321,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,321,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,321,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,321,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,321,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,321,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,331,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,331,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,331,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,331,2,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,331,3,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,331,3,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,C,331,4,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,C,331,4,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,NE,223,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,223,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,223,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,223,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,223,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,223,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,223,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,223,4,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,231,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,231,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,231,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,231,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,231,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,231,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,231,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,231,4,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,132,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,132,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,132,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,132,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,132,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,132,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,132,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,132,4,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,331,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,331,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,331,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,331,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,331,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,331,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,331,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,331,4,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,332,1,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,332,1,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,332,2,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,332,2,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,332,3,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,332,3,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,NE,332,4,barley,Hordeum distichum,95,,,C
,Nell Pates,Boothby,NE,332,4,bare soil,bare soil,55,,,C
,Nell Pates,Boothby,S,112,1,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,112,1,bare soil,bare soil,60,,,C
,Nell Pates,Boothby,S,112,2,wheat,Triticum aestivum,85,,,C
,Nell Pates,Boothby,S,112,2,bare soil,bare soil,60,,,C
